source_country,non_stereotype,stereotype,unsure,mean_offensive_score,identity,attribute,row_count,translated_identity,translated_attribute_list,identity_country_name
Chile,0,3,0,2.5,Bolivia,Cholitas,405,Bolivia,Cholitas,Bolivia
Argentina,0,3,0,2.5,Bolivia,Cholitas,121,Bolivia,Cholitas,Bolivia
Chile,0,3,0,2.5,Argentina,Futbol ,405,Argentina,Futbol ,Argentina
Argentina,0,3,0,2.5,Argentina,Futbol ,121,Argentina,Futbol ,Argentina
Chile,0,3,0,2.5,Colombia,Playas lindas,405,Colombia,Playas lindas,Colombia
Argentina,0,3,0,2.5,Colombia,Playas lindas,121,Colombia,Playas lindas,Colombia
Chile,0,3,0,2.5,Venezuela,Maduro,405,Venezuela,Maduro,Venezuela
Argentina,0,3,0,2.5,Venezuela,Maduro,121,Venezuela,Maduro,Venezuela
Chile,0,3,0,2.5,Greece,Dioses griegos ,405,Greece,Dioses griegos ,Greece
Argentina,0,3,0,2.5,Greece,Dioses griegos ,121,Greece,Dioses griegos ,Greece
Spain,0,3,0,2.5,United States,comen mucha comida rapida,437,United States,comen mucha comida rapida,United States
Ecuador,0,3,0,2.5,India,piel canela y nariz grande,8,India,piel canela y nariz grande,India
Spain,0,3,0,2.5,Canada,Frío,437,Canada,Frío,Canada
Peru,0,3,0,2.5,France,lugares bonitos,231,France,lugares bonitos,France
Spain,0,3,0,2.5,Spain,Alegres,437,Spain,Alegres,Spain
Spain,0,3,0,2.5,Thailand,Animales exóticos ,437,Thailand,Animales exóticos ,Thailand
Spain,0,3,0,2.5,Colombia,música y baile excepcionales,437,Colombia,música y baile excepcionales,Colombia
Spain,0,3,0,2.5,Spain,ruidosos,437,Spain,ruidosos,Spain
Spain,0,3,0,2.5,Spain,apasionados,437,Spain,apasionados,Spain
Spain,0,3,0,2.5,Thailand,comida rica,437,Thailand,comida rica,Thailand
Spain,0,3,0,2.5,France,arrogantes,437,France,arrogantes,France
Spain,0,3,0,2.5,Spain,serios,437,Spain,serios,Spain
Spain,0,3,0,2.5,Argentina,asados excelentes,437,Argentina,asados excelentes,Argentina
Spain,0,3,0,2.5,China,comunistas,437,China,comunistas,China
Spain,0,3,0,2.5,Canada,deportistas,437,Canada,deportistas,Canada
Spain,0,3,0,2.5,Brazil,fiesta,437,Brazil,fiesta,Brazil
Spain,0,3,0,2.5,Belgium,buenos recursos públicos,437,Belgium,buenos recursos públicos,Belgium
Spain,0,3,0,2.5,Germany,cuadriculados o rígidos,437,Germany,cuadriculados o rígidos,Germany
Spain,0,3,0,2.5,United States,ignorantes,437,United States,ignorantes,United States
Chile,0,3,0,2.5,France,Elegancia,405,France,Elegancia,France
Chile,0,3,0,2.5,Thailand,barato,405,Thailand,barato,Thailand
Chile,0,3,0,2.5,Thailand, se fabrican zapatos,405,Thailand, se fabrican zapatos,Thailand
Chile,0,3,0,2.5,Colombia,felicidad,405,Colombia,felicidad,Colombia
Chile,0,3,0,2.5,Ethiopia,negro,405,Ethiopia,negro,Ethiopia
Chile,0,3,0,2.5,China,otaku,405,China,otaku,China
Chile,0,3,0,2.5,Bolivia,corte de pelo boliviano,405,Bolivia,corte de pelo boliviano,Bolivia
Chile,0,3,0,2.5,Brazil,grupientos,405,Brazil,grupientos,Brazil
Chile,0,3,0,2.5,Egypt,piramides,405,Egypt,piramides,Egypt
Chile,0,3,0,2.5,Bolivia,sin mar,405,Bolivia,sin mar,Bolivia
Chile,0,3,0,2.5,Chile,cordillera,405,Chile,cordillera,Chile
Chile,0,3,0,2.5,Chile,completos,405,Chile,completos,Chile
Chile,0,3,0,2.5,Brazil,carnabal,405,Brazil,carnabal,Brazil
Chile,0,3,0,2.5,Venezuela,dictadura,405,Venezuela,dictadura,Venezuela
Chile,0,3,0,2.5,France,ratatouille,405,France,ratatouille,France
Chile,0,3,0,2.5,Chile,completos,405,Chile,completos,Chile
Chile,0,3,0,2.5,Chile,completos,405,Chile,completos,Chile
Chile,0,3,0,2.5,France,torre eifel,405,France,torre eifel,France
Chile,0,3,0,2.5,Thailand,pad thai,405,Thailand,pad thai,Thailand
Chile,0,3,0,2.5,Spain,youtubers,405,Spain,youtubers,Spain
Chile,0,3,0,2.5,Sweden,caro,405,Sweden,caro,Sweden
Chile,0,3,0,2.5,Greece,helados,405,Greece,helados,Greece
Chile,0,3,0,2.5,Spain,andorra,405,Spain,andorra,Spain
Chile,0,3,0,2.5,Dominican Republic,playas lindas,405,Dominican Republic,playas lindas,Dominican Republic
Chile,0,3,0,2.5,Colombia,Ruidosos,405,Colombia,Ruidosos,Colombia
Chile,0,3,0,2.5,Italy,pizza,405,Italy,pizza,Italy
Chile,0,3,0,2.5,Italy,pastas,405,Italy,pastas,Italy
Chile,0,3,0,2.5,Honduras,subdesarrollados,405,Honduras,subdesarrollados,Honduras
Chile,0,3,0,2.5,El Salvador,delincuencia,405,El Salvador,delincuencia,El Salvador
Chile,0,3,0,2.5,Dominican Republic,playas,405,Dominican Republic,playas,Dominican Republic
Chile,0,3,0,2.5,Mexico,tacos,405,Mexico,tacos,Mexico
Chile,0,3,0,2.5,Colombia,grupientos,405,Colombia,grupientos,Colombia
Chile,0,3,0,2.5,Norway,frio,405,Norway,frio,Norway
Chile,0,3,0,2.5,Argentina,chistosos,405,Argentina,chistosos,Argentina
Chile,0,3,0,2.5,Peru,machupichu,405,Peru,machupichu,Peru
Chile,0,3,0,2.5,Morocco,grupientos,405,Morocco,grupientos,Morocco
Chile,0,3,0,2.5,India,pobres,405,India,pobres,India
Chile,0,3,0,2.5,Argentina,gritones,405,Argentina,gritones,Argentina
Chile,0,3,0,2.5,Australia,canguros,405,Australia,canguros,Australia
Chile,0,3,0,2.5,Germany,hitler,405,Germany,hitler,Germany
Chile,0,3,0,2.5,Argentina,carne,405,Argentina,carne,Argentina
Chile,0,3,0,2.5,Spain,tortilla,405,Spain,tortilla,Spain
Chile,0,3,0,2.5,Uruguay,tranquilos,405,Uruguay,tranquilos,Uruguay
Chile,0,3,0,2.5,France,caracoles,405,France,caracoles,France
Chile,0,3,0,2.5,Venezuela,comunistas,405,Venezuela,comunistas,Venezuela
Chile,0,3,0,2.5,Mexico,tacos,405,Mexico,tacos,Mexico
Chile,0,3,0,2.5,Spain,tortilla,405,Spain,tortilla,Spain
Chile,0,3,0,2.5,Argentina,asado,405,Argentina,asado,Argentina
Chile,0,3,0,2.5,United States,capitalistas,405,United States,capitalistas,United States
Chile,0,3,0,2.5,Argentina,asados,405,Argentina,asados,Argentina
Chile,0,3,0,2.5,Spain,youtubers,405,Spain,youtubers,Spain
Peru,0,3,0,2.5,Kenya,Hacer safari,231,Kenya,Hacer safari,Kenya
Peru,0,3,0,2.5,France,Educados,231,France,Educados,France
Peru,0,3,0,2.5,Peru,Historia milenaria,231,Peru,Historia milenaria,Peru
Peru,0,3,0,2.5,Argentina,Buenos jugadores de futbol,231,Argentina,Buenos jugadores de futbol,Argentina
Peru,0,3,0,2.5,Peru,Machupicchu,231,Peru,Machupicchu,Peru
Peru,0,3,0,2.5,Peru,En vías de desarrollo,231,Peru,En vías de desarrollo,Peru
Peru,0,3,0,2.5,United States,El sueño americano,231,United States,El sueño americano,United States
Peru,0,3,0,2.5,Spain,Buena comida,231,Spain,Buena comida,Spain
Peru,0,3,0,2.5,China,Desarrollo tecnológico,231,China,Desarrollo tecnológico,China
Peru,0,3,0,2.5,Peru,Moneda estable,231,Peru,Moneda estable,Peru
Peru,0,3,0,2.5,Italy,El Coliseo romano,231,Italy,El Coliseo romano,Italy
Peru,0,3,0,2.5,Uganda,Abundante fauna,231,Uganda,Abundante fauna,Uganda
Peru,0,3,0,2.5,Cuba,Socialismo,231,Cuba,Socialismo,Cuba
Peru,0,3,0,2.5,Peru,Fiestas costumbristas,231,Peru,Fiestas costumbristas,Peru
Peru,0,3,0,2.5,Japan,Poder tecnológico,231,Japan,Poder tecnológico,Japan
Peru,0,3,0,2.5,Argentina,Patagonia,231,Argentina,Patagonia,Argentina
Peru,0,3,0,2.5,Peru,Inestabilidad política,231,Peru,Inestabilidad política,Peru
Peru,0,3,0,2.5,Mexico,Tacos,231,Mexico,Tacos,Mexico
Peru,0,3,0,2.5,Luxembourg,Excelente calidad de vida,231,Luxembourg,Excelente calidad de vida,Luxembourg
Peru,0,3,0,2.5,Italy,Personas atractivas físicamente,231,Italy,Personas atractivas físicamente,Italy
Peru,0,3,0,2.5,Chile,El país más largo del mundo,231,Chile,El país más largo del mundo,Chile
Peru,0,3,0,2.5,Italy,Tiene ciudades muy bellas,231,Italy,Tiene ciudades muy bellas,Italy
Peru,0,3,0,2.5,Peru,Pertenece a la región andina,231,Peru,Pertenece a la región andina,Peru
Peru,0,3,0,2.5,Mexico,mariachis,231,Mexico,mariachis,Mexico
Peru,0,3,0,2.5,India,Personas con altas aptitudes para la ciencia,231,India,Personas con altas aptitudes para la ciencia,India
Peru,0,3,0,2.5,Brazil,Bonitas playas,231,Brazil,Bonitas playas,Brazil
Peru,0,3,0,2.5,Dominican Republic,Mucho turismo por sus playas,231,Dominican Republic,Mucho turismo por sus playas,Dominican Republic
Peru,0,3,0,2.5,Spain,Madre patria de los países hispanohablantes,231,Spain,Madre patria de los países hispanohablantes,Spain
Peru,0,3,0,2.5,Egypt,Grandes desiertos,231,Egypt,Grandes desiertos,Egypt
Peru,0,3,0,2.5,Argentina,Bastantes elocuentes,231,Argentina,Bastantes elocuentes,Argentina
Peru,0,3,0,2.5,Paraguay,Guaranies,231,Paraguay,Guaranies,Paraguay
Peru,0,3,0,2.5,Colombia,La música salsa,231,Colombia,La música salsa,Colombia
Peru,0,3,0,2.5,Denmark,Vikingos,231,Denmark,Vikingos,Denmark
Peru,0,3,0,2.5,Finland,Clima frío la mayor parte del año,231,Finland,Clima frío la mayor parte del año,Finland
Peru,0,3,0,2.5,Germany,Beben mucha cerveza,231,Germany,Beben mucha cerveza,Germany
Peru,0,3,0,2.5,Argentina,La cumbia villera,231,Argentina,La cumbia villera,Argentina
Peru,0,3,0,2.5,Colombia,Drogas ilegales,231,Colombia,Drogas ilegales,Colombia
Peru,0,3,0,2.5,Switzerland,Buena calidad de vida,231,Switzerland,Buena calidad de vida,Switzerland
Peru,0,3,0,2.5,Brazil,Amazonas,231,Brazil,Amazonas,Brazil
Peru,0,3,0,2.5,Thailand,Barato para el turismo,231,Thailand,Barato para el turismo,Thailand
Peru,0,3,0,2.5,France,Torre Eiffel,231,France,Torre Eiffel,France
Peru,0,3,0,2.5,Canada,Oportunidades laborales para extranjeros,231,Canada,Oportunidades laborales para extranjeros,Canada
Peru,0,3,0,2.5,Russia,Conflictos con Estados Unidos,231,Russia,Conflictos con Estados Unidos,Russia
Peru,0,3,0,2.5,United Kingdom,Excelentes universidades,231,United Kingdom,Excelentes universidades,United Kingdom
Peru,0,3,0,2.5,United Arab Emirates,Habitan personas muy ricas,231,United Arab Emirates,Habitan personas muy ricas,United Arab Emirates
Peru,0,3,0,2.5,Chile,Personas liberales,231,Chile,Personas liberales,Chile
Peru,0,3,0,2.5,Germany,Bonitos castillos y arquitectura,231,Germany,Bonitos castillos y arquitectura,Germany
Peru,0,3,0,2.5,Uruguay,charruas,231,Uruguay,charruas,Uruguay
Peru,0,3,0,2.5,Türkiye,Novelas turcas,231,Türkiye,Novelas turcas,Türkiye
Peru,0,3,0,2.5,Portugal,Cristiano Ronaldo,231,Portugal,Cristiano Ronaldo,Portugal
Peru,0,3,0,2.5,Cuba,Enemistad con muchos países capitalistas,231,Cuba,Enemistad con muchos países capitalistas,Cuba
Peru,0,3,0,2.5,Argentina,buen porcentaje de personas descendientes de italianos,231,Argentina,buen porcentaje de personas descendientes de italianos,Argentina
Peru,0,3,0,2.5,Cambodia,Parecido a Tailandia,231,Cambodia,Parecido a Tailandia,Cambodia
Peru,0,3,0,2.5,Greece,Grandes filósofos de la antiguedad,231,Greece,Grandes filósofos de la antiguedad,Greece
Spain,0,3,0,2.5,United States,no les importa lo que ocurre fuera de su país,437,United States,no les importa lo que ocurre fuera de su país,United States
Peru,0,3,0,2.5,France,El croissant,231,France,El croissant,France
Peru,0,3,0,2.5,Venezuela,Problemas políticos,231,Venezuela,Problemas políticos,Venezuela
Spain,0,3,0,2.5,Spain,divertidos,437,Spain,divertidos,Spain
Peru,0,3,0,2.5,Germany,Hitler,231,Germany,Hitler,Germany
Peru,0,3,0,2.5,Spain,Bonitas arquitecturas de sus iglesias,231,Spain,Bonitas arquitecturas de sus iglesias,Spain
Peru,0,3,0,2.5,Brazil,Apasionados por el futbol,231,Brazil,Apasionados por el futbol,Brazil
Spain,0,3,0,2.5,Denmark,hace frío,437,Denmark,hace frío,Denmark
Spain,0,3,0,2.5,Norway,Se  caza mucho pescado,437,Norway,Se  caza mucho pescado,Norway
Spain,0,3,0,2.5,Spain,Toros,437,Spain,Toros,Spain
Spain,0,3,0,2.5,Spain,poco nivel de inglés,437,Spain,poco nivel de inglés,Spain
Spain,0,3,0,2.5,Brazil,Fiesteros,437,Brazil,Fiesteros,Brazil
Spain,0,3,0,2.5,Japan,Buen pescado,437,Japan,Buen pescado,Japan
Spain,0,3,0,2.5,Spain,comida de buena calidad,437,Spain,comida de buena calidad,Spain
Spain,0,3,0,2.5,Spain,camino de santiago,437,Spain,camino de santiago,Spain
Spain,0,3,0,2.5,Spain,friendly,437,Spain,friendly,Spain
Spain,0,3,0,2.5,Brazil,contraste entre pobreza y riqueza ,437,Brazil,contraste entre pobreza y riqueza ,Brazil
Spain,0,3,0,2.5,China,comida picante,437,China,comida picante,China
Peru,0,3,0,2.5,Canada,Frio extremo,231,Canada,Frio extremo,Canada
Peru,0,3,0,2.5,Switzerland,Seguridad,231,Switzerland,Seguridad,Switzerland
Peru,0,3,0,2.5,Dominican Republic,Buen clima,231,Dominican Republic,Buen clima,Dominican Republic
Peru,0,3,0,2.5,Israel,Conflictos bélicos,231,Israel,Conflictos bélicos,Israel
Peru,0,3,0,2.5,Cuba,Problemas económicos y políticos,231,Cuba,Problemas económicos y políticos,Cuba
Peru,0,3,0,2.5,Denmark,Personas con la piel muy blanca,231,Denmark,Personas con la piel muy blanca,Denmark
Spain,0,3,0,2.5,Spain,Paella,437,Spain,Paella,Spain
Spain,0,3,0,2.5,Argentina,charlatanes,437,Argentina,charlatanes,Argentina
Spain,0,3,0,2.5,Spain,fiesteros,437,Spain,fiesteros,Spain
Spain,0,3,0,2.5,Spain,siesta,437,Spain,siesta,Spain
Spain,0,3,0,2.5,Sweden,suicidios,437,Sweden,suicidios,Sweden
Spain,0,3,0,2.5,Mexico,comida picante,437,Mexico,comida picante,Mexico
Spain,0,3,0,2.5,Norway,black metal,437,Norway,black metal,Norway
Spain,0,3,0,2.5,France,buena comida,437,France,buena comida,France
Spain,0,3,0,2.5,United States,fast food,437,United States,fast food,United States
Spain,0,3,0,2.5,Italy,elegant people,437,Italy,elegant people,Italy
Spain,0,3,0,2.5,Brazil,Pobreza,437,Brazil,Pobreza,Brazil
Spain,0,3,0,2.5,Spain,Paella,437,Spain,Paella,Spain
Spain,0,3,0,2.5,Japan,Tecnología,437,Japan,Tecnología,Japan
Spain,0,3,0,2.5,Mexico,comida rica,437,Mexico,comida rica,Mexico
Spain,0,3,0,2.5,Colombia,narcotráfico,437,Colombia,narcotráfico,Colombia
Spain,0,3,0,2.5,Canada,frío,437,Canada,frío,Canada
Spain,0,3,0,2.5,Portugal,Toallas,437,Portugal,Toallas,Portugal
Spain,0,3,0,2.5,United States,Creacionistas,437,United States,Creacionistas,United States
Spain,0,3,0,2.5,Dominican Republic,Delincuencia,437,Dominican Republic,Delincuencia,Dominican Republic
Spain,0,3,0,2.5,Cambodia,Guerra,437,Cambodia,Guerra,Cambodia
Spain,0,3,0,2.5,Cambodia,,437,Cambodia,,Cambodia
Spain,0,3,0,2.5,Jamaica,Marihuana,437,Jamaica,Marihuana,Jamaica
Spain,0,3,0,2.5,Central African Republic,hambre,437,Central African Republic,hambre,Central African Republic
Spain,0,3,0,2.5,Denmark,cozy,437,Denmark,cozy,Denmark
Spain,0,3,0,2.5,Türkiye,conflicto con el velo,437,Türkiye,conflicto con el velo,Türkiye
Spain,0,3,0,2.5,Sweden,buena música,437,Sweden,buena música,Sweden
Spain,0,3,0,2.5,United Arab Emirates,jeques árabes,437,United Arab Emirates,jeques árabes,United Arab Emirates
Spain,0,3,0,2.5,Australia,buceo bonito,437,Australia,buceo bonito,Australia
Uruguay,0,3,0,2.5,Uruguay,Democracia,2,Uruguay,Democracia,Uruguay
Uruguay,0,3,0,2.5,Uruguay,Cítricos,2,Uruguay,Cítricos,Uruguay
Spain,0,3,0,2.5,France,Chicas bonitas,437,France,Chicas bonitas,France
Chile,0,3,0,2.5,China,barrio meiggs,405,China,barrio meiggs,China
Chile,0,3,0,2.5,Chile,hablar rapido,405,Chile,hablar rapido,Chile
Chile,0,3,0,2.5,Norway,far away,405,Norway,far away,Norway
Chile,0,3,0,2.5,India,Masai Travel,405,India,Masai Travel,India
Chile,0,3,0,2.5,Philippines,ladyboy,405,Philippines,ladyboy,Philippines
Chile,0,3,0,2.5,Japan,Presion social,405,Japan,Presion social,Japan
Argentina,0,3,0,2.5,Argentina,Vacas,121,Argentina,Vacas,Argentina
Argentina,0,3,0,2.5,Russia,Vodka ,121,Russia,Vodka ,Russia
Argentina,0,3,0,2.5,Finland,Papa noel,121,Finland,Papa noel,Finland
Argentina,0,3,0,2.5,Argentina,Fútbol ,121,Argentina,Fútbol ,Argentina
Chile,0,3,0,2.5,France,Croissant Baguette ,405,France,Croissant Baguette ,France
Chile,0,3,0,2.5,Chile,Hablar mal,405,Chile,Hablar mal,Chile
Chile,0,3,0,2.5,United Kingdom,Dientes amarillos,405,United Kingdom,Dientes amarillos,United Kingdom
Chile,0,3,0,2.5,Peru,Buena comida,405,Peru,Buena comida,Peru
Chile,0,3,0,2.5,Morocco,Emigrantes,405,Morocco,Emigrantes,Morocco
Chile,0,3,0,2.5,Chile,churrascos,405,Chile,churrascos,Chile
Chile,0,3,0,2.5,Chile,amables con el extranjero,405,Chile,amables con el extranjero,Chile
Chile,0,3,0,2.5,Thailand,comida picante,405,Thailand,comida picante,Thailand
Chile,0,3,0,2.5,Germany,Son gritones,405,Germany,Son gritones,Germany
Chile,0,3,0,2.5,United States,Obesidad,405,United States,Obesidad,United States
Chile,0,3,0,2.5,Chile,Deprimidos,405,Chile,Deprimidos,Chile
Chile,0,3,0,2.5,Venezuela,Delicuencia,405,Venezuela,Delicuencia,Venezuela
Chile,0,3,0,2.5,Chile,desigualdad es comun,405,Chile,desigualdad es comun,Chile
Chile,0,3,0,2.5,United States,revolucion industrial,405,United States,revolucion industrial,United States
Chile,0,3,0,2.5,Chile,Piscola,405,Chile,Piscola,Chile
Chile,0,3,0,2.5,Chile,En contra del aborto ,405,Chile,En contra del aborto ,Chile
Chile,0,3,0,2.5,Italy,Comen pasta,405,Italy,Comen pasta,Italy
Chile,0,3,0,2.5,Mexico,musica,405,Mexico,musica,Mexico
Paraguay,0,3,0,2.5,Bolivia,usar ponchos y  andar en llamas,5,Bolivia,usar ponchos y  andar en llamas,Bolivia
Paraguay,0,3,0,2.5,Spain,Flamenco,5,Spain,Flamenco,Spain
Paraguay,0,3,0,2.5,Argentina,Tango,5,Argentina,Tango,Argentina
Spain,0,3,0,2.5,Spain,buen ambiente,437,Spain,buen ambiente,Spain
Spain,0,3,0,2.5,Switzerland,bonitos paisajes,437,Switzerland,bonitos paisajes,Switzerland
Spain,0,3,0,2.5,Norway,frio,437,Norway,frio,Norway
Spain,0,3,0,2.5,Spain,buen clima,437,Spain,buen clima,Spain
Spain,0,3,0,2.5,Venezuela,pobre,437,Venezuela,pobre,Venezuela
Peru,0,3,0,2.5,Sweden,mas seguridad en calles,231,Sweden,mas seguridad en calles,Sweden
Peru,0,3,0,2.5,Peru,comida barata,231,Peru,comida barata,Peru
United States,0,3,0,2.5,Peru,Capitalismo,1,Peru,Capitalismo,Peru
Chile,0,3,0,2.5,Chile,empanadas,405,Chile,empanadas,Chile
Chile,0,3,0,2.5,Afghanistan,guerra ,405,Afghanistan,guerra ,Afghanistan
Chile,0,3,0,2.5,Australia,canguros,405,Australia,canguros,Australia
Chile,0,3,0,2.5,Greece,historia ,405,Greece,historia ,Greece
Chile,0,3,0,2.5,Cuba,comunista,405,Cuba,comunista,Cuba
Chile,0,3,0,2.5,France,paris,405,France,paris,France
Chile,0,3,0,2.5,Austria,animales extraños,405,Austria,animales extraños,Austria
Chile,0,3,0,2.5,Chile,memes,405,Chile,memes,Chile
Chile,0,3,0,2.5,Chile,vino,405,Chile,vino,Chile
Chile,0,3,0,2.5,Chile,reggaeton,405,Chile,reggaeton,Chile
Chile,0,3,0,2.5,Brazil,baile y fiesta,405,Brazil,baile y fiesta,Brazil
Chile,0,3,0,2.5,Chile,el weon weon ,405,Chile,el weon weon ,Chile
Chile,0,3,0,2.5,Chile,talca,405,Chile,talca,Chile
Chile,0,3,0,2.5,Germany,trabajadores,405,Germany,trabajadores,Germany
Chile,0,3,0,2.5,Italy,buena comida,405,Italy,buena comida,Italy
Chile,0,3,0,2.5,France,hediondos,405,France,hediondos,France
Peru,0,3,0,2.5,Italy,hablan con un acento muy fuerte,231,Italy,hablan con un acento muy fuerte,Italy
Peru,0,3,0,2.5,Italy, como cantando,231,Italy, como cantando,Italy
Peru,0,3,0,2.5,Peru,excelente gastronomia,231,Peru,excelente gastronomia,Peru
Peru,0,3,0,2.5,Iceland,hace frio,231,Iceland,hace frio,Iceland
Peru,0,3,0,2.5,Peru,vicuña,231,Peru,vicuña,Peru
Peru,0,3,0,2.5,United Kingdom,rugsby,231,United Kingdom,rugsby,United Kingdom
Peru,0,3,0,2.5,Japan,seguridad,231,Japan,seguridad,Japan
Peru,0,3,0,2.5,Peru,ponchos,231,Peru,ponchos,Peru
Peru,0,3,0,2.5,Philippines,comida picante,231,Philippines,comida picante,Philippines
Peru,0,3,0,2.5,China,comunismo,231,China,comunismo,China
Peru,0,3,0,2.5,Peru,paisajes bellísimos,231,Peru,paisajes bellísimos,Peru
Peru,0,3,0,2.5,Peru,costa,231,Peru,costa,Peru
Peru,0,3,0,2.5,Peru, sierra y selva,231,Peru, sierra y selva,Peru
Peru,0,3,0,2.5,Greece,monumentos,231,Greece,monumentos,Greece
Colombia,0,3,0,2.5,Colombia,Gente alegre,236,Colombia,Gente alegre,Colombia
Colombia,0,3,0,2.5,Colombia,Gente hermosa,236,Colombia,Gente hermosa,Colombia
Colombia,0,3,0,2.5,Colombia,Hermosos paisajes,236,Colombia,Hermosos paisajes,Colombia
Colombia,0,3,0,2.5,Colombia,Biodiversa,236,Colombia,Biodiversa,Colombia
Colombia,0,3,0,2.5,Colombia,Fiesteros,236,Colombia,Fiesteros,Colombia
Colombia,0,3,0,2.5,Argentina,Creídos,236,Argentina,Creídos,Argentina
Colombia,0,3,0,2.5,Argentina,Toman mate,236,Argentina,Toman mate,Argentina
Colombia,0,3,0,2.5,Argentina,El tango,236,Argentina,El tango,Argentina
Colombia,0,3,0,2.5,Switzerland,País rico,236,Switzerland,País rico,Switzerland
Colombia,0,3,0,2.5,Peru,Comen palomas,236,Peru,Comen palomas,Peru
Colombia,0,3,0,2.5,Russia,Grandes,236,Russia,Grandes,Russia
Colombia,0,3,0,2.5,Japan,Disciplinados,236,Japan,Disciplinados,Japan
Colombia,0,3,0,2.5,United Kingdom,Inseguridad en las calles,236,United Kingdom,Inseguridad en las calles,United Kingdom
Colombia,0,3,0,2.5,Peru,Ciudades feas,236,Peru,Ciudades feas,Peru
Colombia,0,3,0,2.5,Italy,Romanticismo,236,Italy,Romanticismo,Italy
Colombia,0,3,0,2.5,Brazil,Gente alegre,236,Brazil,Gente alegre,Brazil
Colombia,0,3,0,2.5,China,Comen murciélagos ,236,China,Comen murciélagos ,China
Colombia,0,3,0,2.5,Japan,Tímidos ,236,Japan,Tímidos ,Japan
Colombia,0,3,0,2.5,Mexico,Narcotráfico ,236,Mexico,Narcotráfico ,Mexico
Colombia,0,3,0,2.5,Finland,Frio ,236,Finland,Frio ,Finland
Colombia,0,3,0,2.5,Chile,Hablan muy rápido,236,Chile,Hablan muy rápido,Chile
Colombia,0,3,0,2.5,France,No son amables con los turistas,236,France,No son amables con los turistas,France
Colombia,0,3,0,2.5,Switzerland,Seriedad,236,Switzerland,Seriedad,Switzerland
Colombia,0,3,0,2.5,France,Vanidosos,236,France,Vanidosos,France
