source_country,non_stereotype,stereotype,unsure,mean_offensive_score,identity,attribute,row_count,translated_identity,translated_attribute_list,identity_country_name
Brazil,0,3,0,2.5,Greece,Atena,604,Greece,Atena,Greece
Brazil,0,3,0,2.5,Greece, mitologia,604,Greece, mitologia,Greece
Brazil,0,3,0,2.5,Brazil,Praias bonitas,604,Brazil,Praias bonitas,Brazil
Brazil,0,3,0,2.5,Brazil,Brasil tem favela,604,Brazil,Brasil tem favela,Brazil
Brazil,0,3,0,2.5,Brazil,Calor ,604,Brazil,Calor ,Brazil
Mexico,0,3,0,2.5,Switzerland,En Suiza el transporte público es puntual,38,Switzerland,En Suiza el transporte público es puntual,Switzerland
Brazil,0,3,0,2.5,Iceland,cantoras,604,Iceland,cantoras,Iceland
Brazil,0,3,0,2.5,Iceland, bjork,604,Iceland, bjork,Iceland
Brazil,0,3,0,2.5,Iceland, ,604,Iceland, ,Iceland
Brazil,0,3,0,2.5,Germany,Nazismo,604,Germany,Nazismo,Germany
Brazil,0,3,0,2.5,Colombia,Violencia,604,Colombia,Violencia,Colombia
Brazil,0,3,0,2.5,Belgium,Alegria ,604,Belgium,Alegria ,Belgium
Brazil,0,3,0,2.5,Australia,Canguru,604,Australia,Canguru,Australia
Brazil,0,3,0,2.5,Brazil,Cristo redentor ,604,Brazil,Cristo redentor ,Brazil
Brazil,0,3,0,2.5,Italy,Torre Eiffel,604,Italy,Torre Eiffel,Italy
Brazil,0,3,0,2.5,Italy, louvre,604,Italy, louvre,Italy
Brazil,0,3,0,2.5,Italy, Monalisa ,604,Italy, Monalisa ,Italy
Brazil,0,3,0,2.5,Venezuela,Telenovelas,604,Venezuela,Telenovelas,Venezuela
Brazil,0,3,0,2.5,Honduras,Clima quente,604,Honduras,Clima quente,Honduras
Brazil,0,3,0,2.5,Brazil,Calor,604,Brazil,Calor,Brazil
Brazil,0,3,0,2.5,Brazil,Violencia urbana; polarización política; diversidad; imperialista; Amazonia; literatura; danza; naturaleza,604,Brazil,Violencia urbana; polarización política; diversidad; imperialista; Amazonia; literatura; danza; naturaleza,Brazil
Brazil,0,3,0,2.5,Australia,Distancia,604,Australia,Distancia,Australia
France,0,3,0,2.5,France,Chic,39,France,Chic,France
Brazil,0,3,0,2.5,Spain,Colonização,604,Spain,Colonização,Spain
Brazil,0,3,0,2.5,United States,Fast food,604,United States,Fast food,United States
Brazil,0,3,0,2.5,United States,Junk food,604,United States,Junk food,United States
Brazil,0,3,0,2.5,United States, inglês,604,United States, inglês,United States
Brazil,0,3,0,2.5,United States, nasa ,604,United States, nasa ,United States
Brazil,0,3,0,2.5,Brazil,pão de açúcar,604,Brazil,pão de açúcar,Brazil
Brazil,0,3,0,2.5,Brazil, natureza ,604,Brazil, natureza ,Brazil
Brazil,0,3,0,2.5,Norway,Frio,604,Norway,Frio,Norway
Mexico,0,3,0,2.5,Mexico,En México hay una narcocultura,38,Mexico,En México hay una narcocultura,Mexico
Brazil,0,3,0,2.5,Egypt,deserto,604,Egypt,deserto,Egypt
Brazil,0,3,0,2.5,Brazil,Clima quente,604,Brazil,Clima quente,Brazil
Brazil,0,3,0,2.5,Brazil,Praias,604,Brazil,Praias,Brazil
Brazil,0,3,0,2.5,Bolivia,Natureza,604,Bolivia,Natureza,Bolivia
Brazil,0,3,0,2.5,Brazil,clima temperado e clima quente ,604,Brazil,clima temperado e clima quente ,Brazil
Brazil,0,3,0,2.5,Greece,História ,604,Greece,História ,Greece
Brazil,0,3,0,2.5,Brazil,Violencia urbana; danza; colores,604,Brazil,Violencia urbana; danza; colores,Brazil
Brazil,0,3,0,2.5,Brazil,Playa,604,Brazil,Playa,Brazil
Brazil,0,3,0,2.5,United States,Mercado,604,United States,Mercado,United States
France,0,3,0,2.5,Mexico,Guacamole,39,Mexico,Guacamole,Mexico
Brazil,0,3,0,2.5,Egypt,Pirámides,604,Egypt,Pirámides,Egypt
Brazil,0,3,0,2.5,Argentina,Racismo,604,Argentina,Racismo,Argentina
Brazil,0,3,0,2.5,Brazil,Cachorro caramelo ,604,Brazil,Cachorro caramelo ,Brazil
Brazil,0,3,0,2.5,Germany,Segunda guerra mundial,604,Germany,Segunda guerra mundial,Germany
Brazil,0,3,0,2.5,India,Casta,604,India,Casta,India
Brazil,0,3,0,2.5,South Africa,cultura libertaria de Nelson Mandela ,604,South Africa,cultura libertaria de Nelson Mandela ,South Africa
Brazil,0,3,0,2.5,India,Comida de rua,604,India,Comida de rua,India
Brazil,0,3,0,2.5,Norway,clima frio,604,Norway,clima frio,Norway
Brazil,0,3,0,2.5,Brazil,pessoas calorosas ,604,Brazil,pessoas calorosas ,Brazil
Brazil,0,3,0,2.5,Thailand,Naturaleza,604,Thailand,Naturaleza,Thailand
France,0,3,0,2.5,Italy,Costa preciosa,39,Italy,Costa preciosa,Italy
Brazil,0,3,0,2.5,Japan,Disciplina; organización; poesía; haikú; educación; limpieza; futuro; música,604,Japan,Disciplina; organización; poesía; haikú; educación; limpieza; futuro; música,Japan
Brazil,0,3,0,2.5,Brazil,Democracia,604,Brazil,Democracia,Brazil
Brazil,0,3,0,2.5,Brazil,Samba,604,Brazil,Samba,Brazil
Brazil,0,3,0,2.5,Sweden,Futebol,604,Sweden,Futebol,Sweden
Brazil,0,3,0,2.5,Brazil,Comidas típicas,604,Brazil,Comidas típicas,Brazil
Brazil,0,3,0,2.5,Argentina,futebol ,604,Argentina,futebol ,Argentina
France,0,3,0,2.5,France,Gente cerrada,39,France,Gente cerrada,France
Mexico,0,3,0,2.5,France,En Francia la gente huele mal,38,France,En Francia la gente huele mal,France
Brazil,0,3,0,2.5,Brazil,Carnaval e futebol ,604,Brazil,Carnaval e futebol ,Brazil
Brazil,0,3,0,2.5,Egypt,Pirâmides ,604,Egypt,Pirâmides ,Egypt
Brazil,0,3,0,2.5,Spain,Bela arquitetura,604,Spain,Bela arquitetura,Spain
Brazil,0,3,0,2.5,Norway,Educação de qualidade,604,Norway,Educação de qualidade,Norway
Brazil,0,3,0,2.5,Brazil,Clima quente,604,Brazil,Clima quente,Brazil
Brazil,0,3,0,2.5,Brazil,O brasil tem lugares lindos ,604,Brazil,O brasil tem lugares lindos ,Brazil
France,0,3,0,2.5,France,Ropa de lujo,39,France,Ropa de lujo,France
Brazil,0,3,0,2.5,United Kingdom,Comida ruim,604,United Kingdom,Comida ruim,United Kingdom
Brazil,0,3,0,2.5,Brazil,Lugares ao ar livre,604,Brazil,Lugares ao ar livre,Brazil
Brazil,0,3,0,2.5,Palestine,Genocidio; hambruna; sufrir,604,Palestine,Genocidio; hambruna; sufrir,Palestine
France,0,3,0,2.5,Nicaragua,Volcanos,39,Nicaragua,Volcanos,Nicaragua
Brazil,0,3,0,2.5,Brazil,Machado de Assis,604,Brazil,Machado de Assis,Brazil
Brazil,0,3,0,2.5,Bolivia,Valorizar cultura indígena,604,Bolivia,Valorizar cultura indígena,Bolivia
Brazil,0,3,0,2.5,Brazil,Desigualdade,604,Brazil,Desigualdade,Brazil
Brazil,0,3,0,2.5,Brazil,Calor,604,Brazil,Calor,Brazil
Brazil,0,3,0,2.5,Brazil,Festa junina,604,Brazil,Festa junina,Brazil
Brazil,0,3,0,2.5,Brazil, comemoração de fim de ano,604,Brazil, comemoração de fim de ano,Brazil
Brazil,0,3,0,2.5,Brazil, folclore ,604,Brazil, folclore ,Brazil
Brazil,0,3,0,2.5,Canada,Estilo de vida fitness ,604,Canada,Estilo de vida fitness ,Canada
Brazil,0,3,0,2.5,Saudi Arabia,Clima quente,604,Saudi Arabia,Clima quente,Saudi Arabia
Brazil,0,3,0,2.5,Colombia,Reggaeton,604,Colombia,Reggaeton,Colombia
Brazil,0,3,0,2.5,Brazil,Brasil lugares bonitos,604,Brazil,Brasil lugares bonitos,Brazil
Brazil,0,3,0,2.5,Brazil,Ditadura,604,Brazil,Ditadura,Brazil
Brazil,0,3,0,2.5,Brazil,Brasil é um lugar de muitas personalidades,604,Brazil,Brasil é um lugar de muitas personalidades,Brazil
France,0,3,0,2.5,France,Riqueza,39,France,Riqueza,France
Brazil,0,3,0,2.5,Brazil,Música boa,604,Brazil,Música boa,Brazil
Brazil,0,3,0,2.5,Belgium,Cerveza; Chocolate; diversidad lingüística ,604,Belgium,Cerveza; Chocolate; diversidad lingüística ,Belgium
Brazil,0,3,0,2.5,Brazil,Animais diversos,604,Brazil,Animais diversos,Brazil
Brazil,0,3,0,2.5,Haiti,independência,604,Haiti,independência,Haiti
Brazil,0,3,0,2.5,Haiti, revolução ,604,Haiti, revolução ,Haiti
Brazil,0,3,0,2.5,Brazil,Boas novelas,604,Brazil,Boas novelas,Brazil
Brazil,0,3,0,2.5,Brazil,Tropical,604,Brazil,Tropical,Brazil
Brazil,0,3,0,2.5,Cameroon,praias,604,Cameroon,praias,Cameroon
Brazil,0,3,0,2.5,Argentina,tango,604,Argentina,tango,Argentina
Brazil,0,3,0,2.5,Brazil,Violencia urbana; naturaleza; Amazonia,604,Brazil,Violencia urbana; naturaleza; Amazonia,Brazil
Brazil,0,3,0,2.5,South Korea,Buena música,604,South Korea,Buena música,South Korea
Brazil,0,3,0,2.5,Algeria,Religião islâmica,604,Algeria,Religião islâmica,Algeria
Brazil,0,3,0,2.5,Brazil,Muito calor,604,Brazil,Muito calor,Brazil
Brazil,0,3,0,2.5,Brazil,Floresta Amazônica,604,Brazil,Floresta Amazônica,Brazil
Brazil,0,3,0,2.5,Russia,bonecas matrioshka,604,Russia,bonecas matrioshka,Russia
Brazil,0,3,0,2.5,Argentina,Jogo bonito,604,Argentina,Jogo bonito,Argentina
Brazil,0,3,0,2.5,Mexico,"Alegres, graciosos, amigables",604,Mexico,"Alegres, graciosos, amigables",Mexico
Brazil,0,3,0,2.5,Japan,"Alegres, graciosos, amigables",604,Japan,"Alegres, graciosos, amigables",Japan
Brazil,0,3,0,2.5,China,"Alegres, graciosos, amigables",604,China,"Alegres, graciosos, amigables",China
Brazil,0,3,0,2.5,Canada,"Alegres, graciosos, amigables",604,Canada,"Alegres, graciosos, amigables",Canada
Brazil,0,3,0,2.5,Brazil,Like to dance,604,Brazil,Like to dance,Brazil
Brazil,0,3,0,2.5,Mexico,Like to dance,604,Mexico,Like to dance,Mexico
Brazil,0,3,0,2.5,India,Like to dance,604,India,Like to dance,India
Brazil,0,3,0,2.5,Morocco,Like to dance,604,Morocco,Like to dance,Morocco
Brazil,0,3,0,2.5,Maldives,Diversión,604,Maldives,Diversión,Maldives
Brazil,0,3,0,2.5,Argentina,testport,604,Argentina,testport,Argentina
Brazil,0,3,0,2.5,Mexico,Salsas picantes,604,Mexico,Salsas picantes,Mexico
Brazil,0,3,0,2.5,Guatemala,Salsas picantes,604,Guatemala,Salsas picantes,Guatemala
Brazil,0,3,0,2.5,India,Salsas picantes,604,India,Salsas picantes,India
Brazil,0,3,0,2.5,Angola,O Brasil é conhecido pelo samba.,604,Angola,O Brasil é conhecido pelo samba.,Angola
Brazil,0,3,0,2.5,Maldives,"Alegres, graciosos, amigables",604,Maldives,"Alegres, graciosos, amigables",Maldives
Brazil,0,3,0,2.5,Brazil,Carnaval,604,Brazil,Carnaval,Brazil
Brazil,0,3,0,2.5,Portugal,Carnaval,604,Portugal,Carnaval,Portugal
Brazil,0,3,0,2.5,Cabo Verde,Música,604,Cabo Verde,Música,Cabo Verde
Brazil,0,3,0,2.5,Cuba,Música,604,Cuba,Música,Cuba
Brazil,0,3,0,2.5,Maldives,Malversación de fondos,604,Maldives,Malversación de fondos,Maldives
Brazil,0,3,0,2.5,Brazil,solidarios y demostrativos afectivamente,604,Brazil,solidarios y demostrativos afectivamente,Brazil
Brazil,0,3,0,2.5,Jamaica,solidarios y demostrativos afectivamente,604,Jamaica,solidarios y demostrativos afectivamente,Jamaica
Brazil,0,3,0,2.5,Brazil,O Brasil é conhecido pelo samba.,604,Brazil,O Brasil é conhecido pelo samba.,Brazil
Brazil,0,3,0,2.5,Brazil,Diversidade,604,Brazil,Diversidade,Brazil
Brazil,0,3,0,2.5,Bolivia,diversidad,604,Bolivia,diversidad,Bolivia
Brazil,0,3,0,2.5,Brazil,diversidad,604,Brazil,diversidad,Brazil
Brazil,0,3,0,2.5,Cameroon,diversidad,604,Cameroon,diversidad,Cameroon
Brazil,0,3,0,2.5,Costa Rica,diversidad,604,Costa Rica,diversidad,Costa Rica
Brazil,0,3,0,2.5,Cuba,diversidad,604,Cuba,diversidad,Cuba
Brazil,0,3,0,2.5,Dominican Republic,diversidad,604,Dominican Republic,diversidad,Dominican Republic
Brazil,0,3,0,2.5,Peru,diversidad,604,Peru,diversidad,Peru
Brazil,0,3,0,2.5,Spain,diversidad,604,Spain,diversidad,Spain
Brazil,0,3,0,2.5,Argentina,diversidad,604,Argentina,diversidad,Argentina
Brazil,0,3,0,2.5,Bolivia,Tienen varios pueblos indígenas en su región,604,Bolivia,Tienen varios pueblos indígenas en su región,Bolivia
Brazil,0,3,0,2.5,Venezuela,Tienen varios pueblos indígenas en su región,604,Venezuela,Tienen varios pueblos indígenas en su región,Venezuela
Mexico,0,3,0,2.5,Algeria,hospitalidad turística,38,Algeria,hospitalidad turística,Algeria
Mexico,0,3,0,2.5,Cameroon,hospitalidad turística,38,Cameroon,hospitalidad turística,Cameroon
Mexico,0,3,0,2.5,Comoros,hospitalidad turística,38,Comoros,hospitalidad turística,Comoros
Mexico,0,3,0,2.5,Cote d'Ivoire,hospitalidad turística,38,Cote d'Ivoire,hospitalidad turística,Cote d'Ivoire
Mexico,0,3,0,2.5,Cuba,hospitalidad turística,38,Cuba,hospitalidad turística,Cuba
Mexico,0,3,0,2.5,Dominican Republic,hospitalidad turística,38,Dominican Republic,hospitalidad turística,Dominican Republic
Mexico,0,3,0,2.5,Ecuador,hospitalidad turística,38,Ecuador,hospitalidad turística,Ecuador
Mexico,0,3,0,2.5,El Salvador,hospitalidad turística,38,El Salvador,hospitalidad turística,El Salvador
Brazil,0,3,0,2.5,Mexico,solidaridad y unidad,604,Mexico,solidaridad y unidad,Mexico
Brazil,0,3,0,2.5,France,Jogo bonito,604,France,Jogo bonito,France
Brazil,0,3,0,2.5,Uruguay,Jogo bonito,604,Uruguay,Jogo bonito,Uruguay
Brazil,0,3,0,2.5,Venezuela,Amazônia,604,Venezuela,Amazônia,Venezuela
Brazil,0,3,0,2.5,Ecuador,"carnaval, danza",604,Ecuador,"carnaval, danza",Ecuador
Brazil,0,3,0,2.5,Argentina,Cultura do futebol,604,Argentina,Cultura do futebol,Argentina
Brazil,0,3,0,2.5,Spain,Cultura do futebol,604,Spain,Cultura do futebol,Spain
Brazil,0,3,0,2.5,China,personas individualistas,604,China,personas individualistas,China
Brazil,0,3,0,2.5,Brazil,Boa carne vermelha,604,Brazil,Boa carne vermelha,Brazil
Mexico,0,3,0,2.5,France,"Injusticia social, Capitalismo",38,France,"Injusticia social, Capitalismo",France
Brazil,0,3,0,2.5,Brazil,Buena música,604,Brazil,Buena música,Brazil
Brazil,0,3,0,2.5,Germany,Buena música,604,Germany,Buena música,Germany
Brazil,0,3,0,2.5,Ireland,Buena música,604,Ireland,Buena música,Ireland
Brazil,0,3,0,2.5,Japan,Buena música,604,Japan,Buena música,Japan
Brazil,0,3,0,2.5,Iceland,Buena música,604,Iceland,Buena música,Iceland
Brazil,0,3,0,2.5,South Korea,Buena música,604,South Korea,Buena música,South Korea
Brazil,0,3,0,2.5,Australia,Buena música,604,Australia,Buena música,Australia
Brazil,0,3,0,2.5,United Kingdom,Buena música,604,United Kingdom,Buena música,United Kingdom
Brazil,0,3,0,2.5,United States,Buena música,604,United States,Buena música,United States
Brazil,0,3,0,2.5,Argentina,Buena música,604,Argentina,Buena música,Argentina
Brazil,0,3,0,2.5,Canada,Buena música,604,Canada,Buena música,Canada
Brazil,0,3,0,2.5,Brazil,Boa carne vermelha,604,Brazil,Boa carne vermelha,Brazil
Brazil,0,3,0,2.5,Austria,Alto patriotismo,604,Austria,Alto patriotismo,Austria
Brazil,0,3,0,2.5,United States,Alto patriotismo,604,United States,Alto patriotismo,United States
Brazil,0,3,0,2.5,Portugal,Diversidade,604,Portugal,Diversidade,Portugal
Brazil,0,3,0,2.5,Angola,migracion,604,Angola,migracion,Angola
Brazil,0,3,0,2.5,Bolivia,migracion,604,Bolivia,migracion,Bolivia
Brazil,0,3,0,2.5,Brazil,migracion,604,Brazil,migracion,Brazil
Brazil,0,3,0,2.5,Cuba,migracion,604,Cuba,migracion,Cuba
Brazil,0,3,0,2.5,Mexico,migracion,604,Mexico,migracion,Mexico
Brazil,0,3,0,2.5,Mozambique,migracion,604,Mozambique,migracion,Mozambique
Brazil,0,3,0,2.5,Palestine,migracion,604,Palestine,migracion,Palestine
Brazil,0,3,0,2.5,Somalia,migracion,604,Somalia,migracion,Somalia
Brazil,0,3,0,2.5,Ukraine,migracion,604,Ukraine,migracion,Ukraine
Brazil,0,3,0,2.5,Greece,Praia,604,Greece,Praia,Greece
Brazil,0,3,0,2.5,Italy,Praia,604,Italy,Praia,Italy
Brazil,0,3,0,2.5,Croatia,Praia,604,Croatia,Praia,Croatia
Brazil,0,3,0,2.5,Afghanistan,Música,604,Afghanistan,Música,Afghanistan
Brazil,0,3,0,2.5,Albania,Música,604,Albania,Música,Albania
Brazil,0,3,0,2.5,Andorra,Música,604,Andorra,Música,Andorra
Brazil,0,3,0,2.5,Angola,Música,604,Angola,Música,Angola
Brazil,0,3,0,2.5,Argentina,Música,604,Argentina,Música,Argentina
Brazil,0,3,0,2.5,Australia,Música,604,Australia,Música,Australia
Brazil,0,3,0,2.5,Austria,Música,604,Austria,Música,Austria
Brazil,0,3,0,2.5,Barbados,Música,604,Barbados,Música,Barbados
Brazil,0,3,0,2.5,Belgium,Música,604,Belgium,Música,Belgium
Brazil,0,3,0,2.5,Bolivia,Música,604,Bolivia,Música,Bolivia
Brazil,0,3,0,2.5,Botswana,Música,604,Botswana,Música,Botswana
Brazil,0,3,0,2.5,Cambodia,Música,604,Cambodia,Música,Cambodia
Brazil,0,3,0,2.5,Central African Republic,Música,604,Central African Republic,Música,Central African Republic
Brazil,0,3,0,2.5,Canada,Música,604,Canada,Música,Canada
Brazil,0,3,0,2.5,China,Música,604,China,Música,China
Brazil,0,3,0,2.5,Chile,Música,604,Chile,Música,Chile
Brazil,0,3,0,2.5,Congo Republic,Música,604,Congo Republic,Música,Congo Republic
Brazil,0,3,0,2.5,Cuba,Música,604,Cuba,Música,Cuba
Brazil,0,3,0,2.5,DR Congo,Esmeraldas más puras,604,DR Congo,Esmeraldas más puras,DR Congo
Mexico,0,3,0,2.5,Argentina,Hablan español,38,Argentina,Hablan español,Argentina
Mexico,0,3,0,2.5,Colombia,Hablan español,38,Colombia,Hablan español,Colombia
Mexico,0,3,0,2.5,Costa Rica,Hablan español,38,Costa Rica,Hablan español,Costa Rica
Mexico,0,3,0,2.5,Cuba,Hablan español,38,Cuba,Hablan español,Cuba
Mexico,0,3,0,2.5,Dominican Republic,Hablan español,38,Dominican Republic,Hablan español,Dominican Republic
Mexico,0,3,0,2.5,Ecuador,Hablan español,38,Ecuador,Hablan español,Ecuador
Mexico,0,3,0,2.5,Honduras,Hablan español,38,Honduras,Hablan español,Honduras
Brazil,0,3,0,2.5,Argentina,Boa carne vermelha,604,Argentina,Boa carne vermelha,Argentina
France,0,3,0,2.5,United States,judaismo,39,United States,judaismo,United States
