source_country,non_stereotype,stereotype,unsure,mean_offensive_score,identity,attribute,row_count,translated_identity,translated_attribute_list,identity_country_name
Argentina,0,3,0,2.5,Bolivia,Suciedad,1030,Bolivia,Suciedad,Bolivia
Argentina,0,3,0,2.5,Bolivia,Timidez,1030,Bolivia,Timidez,Bolivia
Argentina,0,3,0,2.5,Bolivia,Borrachos,1030,Bolivia,Borrachos,Bolivia
Uruguay,0,3,0,2.5,Chile,Dialecto,160,Chile,Dialecto,Chile
Argentina,0,3,0,2.5,Argentina,solidaridad,1030,Argentina,solidaridad,Argentina
Chile,0,3,0,2.5,Brazil,Celebraciones,44,Brazil,Celebraciones,Brazil
Argentina,0,3,0,2.5,Argentina,inclusivo,1030,Argentina,inclusivo,Argentina
Argentina,0,3,0,2.5,Argentina,futbolero,1030,Argentina,futbolero,Argentina
Argentina,0,3,0,2.5,Uruguay,Mate,1030,Uruguay,Mate,Uruguay
Argentina,0,3,0,2.5,Uruguay,Calidos,1030,Uruguay,Calidos,Uruguay
Argentina,0,3,0,2.5,Spain,pocas luces,1030,Spain,pocas luces,Spain
Argentina,0,3,0,2.5,Switzerland,reloj,1030,Switzerland,reloj,Switzerland
Argentina,0,3,0,2.5,Uruguay,tranquilidad,1030,Uruguay,tranquilidad,Uruguay
Argentina,0,3,0,2.5,Argentina,Vida rápida,1030,Argentina,Vida rápida,Argentina
Uruguay,0,3,0,2.5,Uruguay,Mate,160,Uruguay,Mate,Uruguay
Argentina,0,3,0,2.5,Dominican Republic,Música,1030,Dominican Republic,Música,Dominican Republic
Argentina,0,3,0,2.5,Chile,literatura,1030,Chile,literatura,Chile
Argentina,0,3,0,2.5,Haiti,Pobreza,1030,Haiti,Pobreza,Haiti
Argentina,0,3,0,2.5,Switzerland,Ricos,1030,Switzerland,Ricos,Switzerland
Argentina,0,3,0,2.5,Mali,Pobreza,1030,Mali,Pobreza,Mali
Argentina,0,3,0,2.5,Argentina,Calidez,1030,Argentina,Calidez,Argentina
Argentina,0,3,0,2.5,Argentina,Ron,1030,Argentina,Ron,Argentina
Argentina,0,3,0,2.5,Greece,aceitunas,1030,Greece,aceitunas,Greece
Argentina,0,3,0,2.5,Switzerland,Rico,1030,Switzerland,Rico,Switzerland
Argentina,0,3,0,2.5,Argentina,Inclusivo,1030,Argentina,Inclusivo,Argentina
Argentina,0,3,0,2.5,Argentina,nacionalismo,1030,Argentina,nacionalismo,Argentina
Argentina,0,3,0,2.5,Argentina,Capos,1030,Argentina,Capos,Argentina
Argentina,0,3,0,2.5,Argentina,agrandados,1030,Argentina,agrandados,Argentina
Uruguay,0,3,0,2.5,Uruguay,Tranquilo,160,Uruguay,Tranquilo,Uruguay
Chile,0,3,0,2.5,Chile,Buenos para las bromas,44,Chile,Buenos para las bromas,Chile
Argentina,0,3,0,2.5,United Kingdom,serios,1030,United Kingdom,serios,United Kingdom
Argentina,0,3,0,2.5,United Kingdom,fríos,1030,United Kingdom,fríos,United Kingdom
Argentina,0,3,0,2.5,United Kingdom,antipáticos,1030,United Kingdom,antipáticos,United Kingdom
Argentina,0,3,0,2.5,Argentina,futbol,1030,Argentina,futbol,Argentina
Argentina,0,3,0,2.5,Argentina,corrupcion,1030,Argentina,corrupcion,Argentina
Argentina,0,3,0,2.5,Chile,Resentidos,1030,Chile,Resentidos,Chile
Argentina,0,3,0,2.5,Chile,frio,1030,Chile,frio,Chile
Argentina,0,3,0,2.5,Chile,montaña,1030,Chile,montaña,Chile
Argentina,0,3,0,2.5,China,Sobrepoblación,1030,China,Sobrepoblación,China
Argentina,0,3,0,2.5,China,1 solo hijo,1030,China,1 solo hijo,China
Argentina,0,3,0,2.5,China,arroz,1030,China,arroz,China
Argentina,0,3,0,2.5,China,soja,1030,China,soja,China
Argentina,0,3,0,2.5,China,grande,1030,China,grande,China
Argentina,0,3,0,2.5,China,ojos achinados,1030,China,ojos achinados,China
Argentina,0,3,0,2.5,China,comen perros y bichos,1030,China,comen perros y bichos,China
Argentina,0,3,0,2.5,China,cultura mileranria,1030,China,cultura mileranria,China
Argentina,0,3,0,2.5,China,tecnologia,1030,China,tecnologia,China
Argentina,0,3,0,2.5,Argentina,Creido,1030,Argentina,Creido,Argentina
Argentina,0,3,0,2.5,Argentina,Narigon,1030,Argentina,Narigon,Argentina
Argentina,0,3,0,2.5,Argentina,Charlatanes,1030,Argentina,Charlatanes,Argentina
Argentina,0,3,0,2.5,Argentina,rosario central,1030,Argentina,rosario central,Argentina
Argentina,0,3,0,2.5,Mexico,Petisos,1030,Mexico,Petisos,Mexico
Argentina,0,3,0,2.5,Indonesia,Subdesarrollo,1030,Indonesia,Subdesarrollo,Indonesia
Argentina,0,3,0,2.5,Paraguay,terere de verano,1030,Paraguay,terere de verano,Paraguay
Chile,0,3,0,2.5,Chile,flojos,44,Chile,flojos,Chile
Argentina,0,3,0,2.5,Ecuador,Futbol,1030,Ecuador,Futbol,Ecuador
Argentina,0,3,0,2.5,Ecuador,amar la musica,1030,Ecuador,amar la musica,Ecuador
Argentina,0,3,0,2.5,Italy,pizza,1030,Italy,pizza,Italy
Argentina,0,3,0,2.5,Argentina,afectuosos,1030,Argentina,afectuosos,Argentina
Argentina,0,3,0,2.5,Argentina,Solidaridad,1030,Argentina,Solidaridad,Argentina
Argentina,0,3,0,2.5,Argentina,amistad,1030,Argentina,amistad,Argentina
Argentina,0,3,0,2.5,Argentina,cultura,1030,Argentina,cultura,Argentina
Uruguay,0,3,0,2.5,Switzerland,Pudientes,160,Switzerland,Pudientes,Switzerland
Argentina,0,3,0,2.5,Argentina,marchas,1030,Argentina,marchas,Argentina
Argentina,0,3,0,2.5,Argentina,Narigones,1030,Argentina,Narigones,Argentina
Uruguay,0,3,0,2.5,Uruguay,Confiado,160,Uruguay,Confiado,Uruguay
Argentina,0,3,0,2.5,Argentina,Solidaridad,1030,Argentina,Solidaridad,Argentina
Argentina,0,3,0,2.5,Argentina,divertido,1030,Argentina,divertido,Argentina
Peru,0,3,0,2.5,Peru,Comida,20,Peru,Comida,Peru
Argentina,0,3,0,2.5,Brazil,Bailarines,1030,Brazil,Bailarines,Brazil
Argentina,0,3,0,2.5,Argentina,Altaneros,1030,Argentina,Altaneros,Argentina
Argentina,0,3,0,2.5,Canada,inteligencia artificial,1030,Canada,inteligencia artificial,Canada
Argentina,0,3,0,2.5,Portugal,turismo,1030,Portugal,turismo,Portugal
Argentina,0,3,0,2.5,Brazil,alegre,1030,Brazil,alegre,Brazil
Argentina,0,3,0,2.5,Brazil,habilidoso,1030,Brazil,habilidoso,Brazil
Argentina,0,3,0,2.5,Brazil,atlético,1030,Brazil,atlético,Brazil
Argentina,0,3,0,2.5,Brazil,relajado,1030,Brazil,relajado,Brazil
Argentina,0,3,0,2.5,Japan,prolijidad,1030,Japan,prolijidad,Japan
Argentina,0,3,0,2.5,Uruguay,tranquilos,1030,Uruguay,tranquilos,Uruguay
Argentina,0,3,0,2.5,Uruguay,aburridos,1030,Uruguay,aburridos,Uruguay
Argentina,0,3,0,2.5,Jamaica,reggae,1030,Jamaica,reggae,Jamaica
Argentina,0,3,0,2.5,Argentina,simpatía,1030,Argentina,simpatía,Argentina
Argentina,0,3,0,2.5,Argentina,calidez,1030,Argentina,calidez,Argentina
Argentina,0,3,0,2.5,Argentina,agrandados,1030,Argentina,agrandados,Argentina
Argentina,0,3,0,2.5,Israel,Judios,1030,Israel,Judios,Israel
Uruguay,0,3,0,2.5,Uruguay,Depresión,160,Uruguay,Depresión,Uruguay
Argentina,0,3,0,2.5,Brazil,Extrovertido,1030,Brazil,Extrovertido,Brazil
Argentina,0,3,0,2.5,Peru,Chantas,1030,Peru,Chantas,Peru
Argentina,0,3,0,2.5,Cuba,Internacionales,1030,Cuba,Internacionales,Cuba
Uruguay,0,3,0,2.5,Spain,Tradicionalistas,160,Spain,Tradicionalistas,Spain
Argentina,0,3,0,2.5,Mexico,Baja estatura,1030,Mexico,Baja estatura,Mexico
Argentina,0,3,0,2.5,Mexico,Malos futbolistas,1030,Mexico,Malos futbolistas,Mexico
Argentina,0,3,0,2.5,Argentina,el vocabulario floreado,1030,Argentina,el vocabulario floreado,Argentina
Uruguay,0,3,0,2.5,Japan,Inteligentes,160,Japan,Inteligentes,Japan
Argentina,0,3,0,2.5,Argentina,racismo,1030,Argentina,racismo,Argentina
Argentina,0,3,0,2.5,Argentina,guerra,1030,Argentina,guerra,Argentina
Argentina,0,3,0,2.5,Argentina,discriminación,1030,Argentina,discriminación,Argentina
Argentina,0,3,0,2.5,Argentina,mala educación,1030,Argentina,mala educación,Argentina
Argentina,0,3,0,2.5,Argentina,egoísmo,1030,Argentina,egoísmo,Argentina
Argentina,0,3,0,2.5,Argentina,béisbol,1030,Argentina,béisbol,Argentina
Argentina,0,3,0,2.5,Argentina,fútbol americano,1030,Argentina,fútbol americano,Argentina
Argentina,0,3,0,2.5,Argentina,basket,1030,Argentina,basket,Argentina
Argentina,0,3,0,2.5,Argentina,películas,1030,Argentina,películas,Argentina
Argentina,0,3,0,2.5,Colombia,Mesetas,1030,Colombia,Mesetas,Colombia
Argentina,0,3,0,2.5,Colombia,crimen,1030,Colombia,crimen,Colombia
Argentina,0,3,0,2.5,Costa Rica,comen arroz,1030,Costa Rica,comen arroz,Costa Rica
France,0,3,0,2.5,United States,tontos,22,United States,tontos,United States
France,0,3,0,2.5,United States,ignorantes,22,United States,ignorantes,United States
France,0,3,0,2.5,United States,sin cultura,22,United States,sin cultura,United States
Argentina,0,3,0,2.5,India,Sucio,1030,India,Sucio,India
Argentina,0,3,0,2.5,United States,consumismo,1030,United States,consumismo,United States
Argentina,0,3,0,2.5,Argentina,asado,1030,Argentina,asado,Argentina
Argentina,0,3,0,2.5,Argentina,Ladrones,1030,Argentina,Ladrones,Argentina
Peru,0,3,0,2.5,Italy,Pasta,20,Italy,Pasta,Italy
Argentina,0,3,0,2.5,DR Congo,violencia,1030,DR Congo,violencia,DR Congo
Argentina,0,3,0,2.5,Italy,Pasta,1030,Italy,Pasta,Italy
Argentina,0,3,0,2.5,Italy,Futbol,1030,Italy,Futbol,Italy
Argentina,0,3,0,2.5,Italy,Mafia,1030,Italy,Mafia,Italy
Argentina,0,3,0,2.5,Argentina,engreidos,1030,Argentina,engreidos,Argentina
Chile,0,3,0,2.5,Colombia,almuerzos grandes,44,Colombia,almuerzos grandes,Colombia
Argentina,0,3,0,2.5,Argentina,pasión,1030,Argentina,pasión,Argentina
Argentina,0,3,0,2.5,Argentina,Directo,1030,Argentina,Directo,Argentina
Argentina,0,3,0,2.5,Argentina,sincero,1030,Argentina,sincero,Argentina
Argentina,0,3,0,2.5,Argentina,agrandados,1030,Argentina,agrandados,Argentina
Argentina,0,3,0,2.5,Argentina,mate,1030,Argentina,mate,Argentina
Argentina,0,3,0,2.5,Switzerland,puntualidad,1030,Switzerland,puntualidad,Switzerland
Uruguay,0,3,0,2.5,Guinea-Bissau,sequía,160,Guinea-Bissau,sequía,Guinea-Bissau
Uruguay,0,3,0,2.5,Guinea-Bissau,calor,160,Guinea-Bissau,calor,Guinea-Bissau
Uruguay,0,3,0,2.5,Guinea-Bissau,falta de agua,160,Guinea-Bissau,falta de agua,Guinea-Bissau
Uruguay,0,3,0,2.5,Guinea-Bissau,baja expectativa de vida,160,Guinea-Bissau,baja expectativa de vida,Guinea-Bissau
Uruguay,0,3,0,2.5,Guinea-Bissau,color de piel,160,Guinea-Bissau,color de piel,Guinea-Bissau
Uruguay,0,3,0,2.5,Guinea-Bissau,tez negra,160,Guinea-Bissau,tez negra,Guinea-Bissau
Uruguay,0,3,0,2.5,Guinea-Bissau,desnutrición,160,Guinea-Bissau,desnutrición,Guinea-Bissau
Argentina,0,3,0,2.5,Argentina,crisis economica,1030,Argentina,crisis economica,Argentina
Argentina,0,3,0,2.5,Germany,reglas,1030,Germany,reglas,Germany
Argentina,0,3,0,2.5,Germany,autoritarismo,1030,Germany,autoritarismo,Germany
Argentina,0,3,0,2.5,Germany,frialdad,1030,Germany,frialdad,Germany
Argentina,0,3,0,2.5,Dominica,queso,1030,Dominica,queso,Dominica
Argentina,0,3,0,2.5,Dominica,chocolate,1030,Dominica,chocolate,Dominica
Argentina,0,3,0,2.5,Dominica,banco,1030,Dominica,banco,Dominica
Argentina,0,3,0,2.5,Dominica,neutralidad,1030,Dominica,neutralidad,Dominica
Argentina,0,3,0,2.5,Dominica,democracia,1030,Dominica,democracia,Dominica
Argentina,0,3,0,2.5,Dominica,estado de bienestar,1030,Dominica,estado de bienestar,Dominica
Argentina,0,3,0,2.5,Dominica,buena calidad de vida,1030,Dominica,buena calidad de vida,Dominica
Argentina,0,3,0,2.5,Argentina,buen público,1030,Argentina,buen público,Argentina
Argentina,0,3,0,2.5,Germany,discriminación,1030,Germany,discriminación,Germany
Argentina,0,3,0,2.5,Argentina,Amistoso,1030,Argentina,Amistoso,Argentina
Argentina,0,3,0,2.5,Argentina,pobre,1030,Argentina,pobre,Argentina
Argentina,0,3,0,2.5,Brazil,comida tradicional,1030,Brazil,comida tradicional,Brazil
Argentina,0,3,0,2.5,Argentina,Ventajistas,1030,Argentina,Ventajistas,Argentina
Argentina,0,3,0,2.5,Argentina,Narigon,1030,Argentina,Narigon,Argentina
Argentina,0,3,0,2.5,Argentina,universidad,1030,Argentina,universidad,Argentina
Uruguay,0,3,0,2.5,Uruguay,Tranquilos,160,Uruguay,Tranquilos,Uruguay
Argentina,0,3,0,2.5,Germany,racistas,1030,Germany,racistas,Germany
Argentina,0,3,0,2.5,Germany,xonófobos,1030,Germany,xonófobos,Germany
Argentina,0,3,0,2.5,Germany,tímidos,1030,Germany,tímidos,Germany
Argentina,0,3,0,2.5,Brazil,futbol,1030,Brazil,futbol,Brazil
Argentina,0,3,0,2.5,Brazil,caipiriña,1030,Brazil,caipiriña,Brazil
Argentina,0,3,0,2.5,Brazil,playas,1030,Brazil,playas,Brazil
Argentina,0,3,0,2.5,Brazil,sungas,1030,Brazil,sungas,Brazil
Argentina,0,3,0,2.5,Brazil,danza,1030,Brazil,danza,Brazil
Argentina,0,3,0,2.5,Brazil,capoeira,1030,Brazil,capoeira,Brazil
Argentina,0,3,0,2.5,Mexico,comida picante,1030,Mexico,comida picante,Mexico
Argentina,0,3,0,2.5,Bolivia,Pobreza,1030,Bolivia,Pobreza,Bolivia
Chile,0,3,0,2.5,Chile,desigualdad,44,Chile,desigualdad,Chile
Argentina,0,3,0,2.5,Mexico,historia,1030,Mexico,historia,Mexico
Argentina,0,3,0,2.5,Mexico,picante,1030,Mexico,picante,Mexico
Peru,0,3,0,2.5,Bolivia,Altura,20,Bolivia,Altura,Bolivia
Argentina,0,3,0,2.5,Argentina,trabajo todo el tiempo,1030,Argentina,trabajo todo el tiempo,Argentina
Chile,0,3,0,2.5,Australia,surf,44,Australia,surf,Australia
Chile,0,3,0,2.5,Australia,sandalias,44,Australia,sandalias,Australia
Uruguay,0,3,0,2.5,Uruguay,Depresivos,160,Uruguay,Depresivos,Uruguay
Argentina,0,3,0,2.5,India,Sucios,1030,India,Sucios,India
Argentina,0,3,0,2.5,Argentina,Solidaridad,1030,Argentina,Solidaridad,Argentina
Argentina,0,3,0,2.5,Argentina,amistad,1030,Argentina,amistad,Argentina
Argentina,0,3,0,2.5,Argentina,gloria,1030,Argentina,gloria,Argentina
Argentina,0,3,0,2.5,Brazil,victimismo,1030,Brazil,victimismo,Brazil
Uruguay,0,3,0,2.5,Norway,salmón,160,Norway,salmón,Norway
Uruguay,0,3,0,2.5,Norway,pesca,160,Norway,pesca,Norway
Argentina,0,3,0,2.5,Japan,tecnología,1030,Japan,tecnología,Japan
Argentina,0,3,0,2.5,Chile,individualismo,1030,Chile,individualismo,Chile
Uruguay,0,3,0,2.5,Italy,Violentos,160,Italy,Violentos,Italy
Argentina,0,3,0,2.5,Colombia,cafe,1030,Colombia,cafe,Colombia
Argentina,0,3,0,2.5,Peru,Comida,1030,Peru,Comida,Peru
Argentina,0,3,0,2.5,Brazil,Chistosos,1030,Brazil,Chistosos,Brazil
Argentina,0,3,0,2.5,Argentina,mate,1030,Argentina,mate,Argentina
Argentina,0,3,0,2.5,Argentina,futbol,1030,Argentina,futbol,Argentina
Chile,0,3,0,2.5,Chile,amables,44,Chile,amables,Chile
Argentina,0,3,0,2.5,Argentina,toman mate,1030,Argentina,toman mate,Argentina
Argentina,0,3,0,2.5,Argentina,Humor,1030,Argentina,Humor,Argentina
Argentina,0,3,0,2.5,Israel,violentos,1030,Israel,violentos,Israel
Argentina,0,3,0,2.5,Israel,fundamentalistas,1030,Israel,fundamentalistas,Israel
Argentina,0,3,0,2.5,Afghanistan,censura,1030,Afghanistan,censura,Afghanistan
Argentina,0,3,0,2.5,Switzerland,Chocolate,1030,Switzerland,Chocolate,Switzerland
Argentina,0,3,0,2.5,Brazil,joda,1030,Brazil,joda,Brazil
Argentina,0,3,0,2.5,Norway,Frio,1030,Norway,Frio,Norway
Argentina,0,3,0,2.5,Italy,comida rica,1030,Italy,comida rica,Italy
Argentina,0,3,0,2.5,Italy,moralidad dudosa,1030,Italy,moralidad dudosa,Italy
Argentina,0,3,0,2.5,Bolivia,hojoa de Coca,1030,Bolivia,hojoa de Coca,Bolivia
Argentina,0,3,0,2.5,Italy,pizza,1030,Italy,pizza,Italy
Argentina,0,3,0,2.5,United Kingdom,Correctos,1030,United Kingdom,Correctos,United Kingdom
Argentina,0,3,0,2.5,Germany,poco humor,1030,Germany,poco humor,Germany
Argentina,0,3,0,2.5,Germany,severidad,1030,Germany,severidad,Germany
Argentina,0,3,0,2.5,Germany,autoritarismo,1030,Germany,autoritarismo,Germany
Argentina,0,3,0,2.5,Germany,prolijidad,1030,Germany,prolijidad,Germany
Argentina,0,3,0,2.5,United States,Obesidad,1030,United States,Obesidad,United States
Argentina,0,3,0,2.5,United States,Psicopatía,1030,United States,Psicopatía,United States
Argentina,0,3,0,2.5,United States,Soberbia,1030,United States,Soberbia,United States
Argentina,0,3,0,2.5,United States,Armas,1030,United States,Armas,United States
Argentina,0,3,0,2.5,United States,Comida chatarra,1030,United States,Comida chatarra,United States
Argentina,0,3,0,2.5,United States,Capitalismo,1030,United States,Capitalismo,United States
Chile,0,3,0,2.5,Belgium,buenos para la cerveza,44,Belgium,buenos para la cerveza,Belgium
Argentina,0,3,0,2.5,Argentina,orgullosos,1030,Argentina,orgullosos,Argentina
Argentina,0,3,0,2.5,Brazil,festejo,1030,Brazil,festejo,Brazil
Argentina,0,3,0,2.5,Argentina,muchas crisis economicas,1030,Argentina,muchas crisis economicas,Argentina
Argentina,0,3,0,2.5,Afghanistan,Autoritario,1030,Afghanistan,Autoritario,Afghanistan
Argentina,0,3,0,2.5,Argentina,mate,1030,Argentina,mate,Argentina
Argentina,0,3,0,2.5,Oman,Diplomaticos,1030,Oman,Diplomaticos,Oman
Argentina,0,3,0,2.5,Oman,musulmanes,1030,Oman,musulmanes,Oman
Argentina,0,3,0,2.5,Colombia,Café,1030,Colombia,Café,Colombia
Argentina,0,3,0,2.5,Argentina,inclusivo,1030,Argentina,inclusivo,Argentina
Argentina,0,3,0,2.5,Argentina,chads,1030,Argentina,chads,Argentina
Argentina,0,3,0,2.5,Mexico,Asquerosos,1030,Mexico,Asquerosos,Mexico
Argentina,0,3,0,2.5,Mexico,envidiosos,1030,Mexico,envidiosos,Mexico
Argentina,0,3,0,2.5,Mexico,maleducados,1030,Mexico,maleducados,Mexico
Argentina,0,3,0,2.5,Mexico,creativos,1030,Mexico,creativos,Mexico
Uruguay,0,3,0,2.5,Colombia,Cafeteros,160,Colombia,Cafeteros,Colombia
Argentina,0,3,0,2.5,Egypt,historia antigua,1030,Egypt,historia antigua,Egypt
Argentina,0,3,0,2.5,Chile,creidos,1030,Chile,creidos,Chile
Argentina,0,3,0,2.5,Argentina,dulce de leche,1030,Argentina,dulce de leche,Argentina
Argentina,0,3,0,2.5,Japan,sushi,1030,Japan,sushi,Japan
