source_country,non_stereotype,stereotype,unsure,mean_offensive_score,identity,attribute,row_count,translated_identity,translated_attribute_list,identity_country_name
Mexico,0,3,0,2.5,Mexico,creative problem solvers,99,Mexico,creative problem solvers,Mexico
Mexico,0,3,0,2.5,Mexico,happy,99,Mexico,happy,Mexico
Mexico,0,3,0,2.5,Mexico,warm,99,Mexico,warm,Mexico
Mexico,0,3,0,2.5,Mexico,party,99,Mexico,party,Mexico
Peru,0,3,0,2.5,Peru,ceviche,28,Peru,ceviche,Peru
Brazil,0,3,0,2.5,Peru,ceviche,100,Peru,ceviche,Peru
Nicaragua,0,3,0,2.5,Canada,Cold people,25,Canada,Cold people,Canada
Brazil,0,3,0,2.5,Brazil,friendly; free healthcare; free universities; warm; dental health,100,Brazil,friendly; free healthcare; free universities; warm; dental health,Brazil
Argentina,0,3,0,2.5,Argentina,Attractive,12815,Argentina,Attractive,Argentina
Uruguay,0,3,0,2.5,Uruguay,drink mate,163,Uruguay,drink mate,Uruguay
Brazil,0,3,0,2.5,Brazil,Relaxed,100,Brazil,Relaxed,Brazil
Argentina,0,3,0,2.5,Argentina,meat eater,12815,Argentina,meat eater,Argentina
Peru,0,3,0,2.5,Brazil,hot,28,Brazil,hot,Brazil
Brazil,0,3,0,2.5,Brazil,hot,100,Brazil,hot,Brazil
Brazil,0,3,0,2.5,Brazil,Hot,100,Brazil,Hot,Brazil
Brazil,0,3,0,2.5,Brazil,clean,100,Brazil,clean,Brazil
Brazil,0,3,0,2.5,Brazil,naughty,100,Brazil,naughty,Brazil
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Costa Rica,0,3,0,2.5,Ethiopia,coffee,83,Ethiopia,coffee,Ethiopia
Argentina,0,3,0,2.5,Argentina,Friendship,12815,Argentina,Friendship,Argentina
Argentina,0,3,0,2.5,Argentina,passionate,12815,Argentina,passionate,Argentina
Argentina,0,3,0,2.5,Argentina,generous,12815,Argentina,generous,Argentina
Cuba,0,3,0,2.5,Cuba,Cigar,43,Cuba,Cigar,Cuba
Argentina,0,3,0,2.5,Argentina,messi,12815,Argentina,messi,Argentina
Mexico,0,3,0,2.5,Mexico,Spicy,99,Mexico,Spicy,Mexico
Uruguay,0,3,0,2.5,Uruguay,mate,163,Uruguay,mate,Uruguay
Uruguay,0,3,0,2.5,Uruguay,tortafrita,163,Uruguay,tortafrita,Uruguay
Argentina,0,3,0,2.5,Argentina,Melancholic,12815,Argentina,Melancholic,Argentina
Uruguay,0,3,0,2.5,Uruguay,mate,163,Uruguay,mate,Uruguay
Uruguay,0,3,0,2.5,Uruguay,Gardel,163,Uruguay,Gardel,Uruguay
Uruguay,0,3,0,2.5,Uruguay,futbol,163,Uruguay,futbol,Uruguay
Nicaragua,0,3,0,2.5,United States,Junk food,25,United States,Junk food,United States
Colombia,0,3,0,2.5,Costa Rica,calm,66,Costa Rica,calm,Costa Rica
Costa Rica,0,3,0,2.5,Costa Rica,calm,83,Costa Rica,calm,Costa Rica
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,friendly,12815,Argentina,friendly,Argentina
Argentina,0,3,0,2.5,Argentina,mate,12815,Argentina,mate,Argentina
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,maradona,12815,Argentina,maradona,Argentina
Uruguay,0,3,0,2.5,Uruguay,vacas,163,Uruguay,vacas,Uruguay
Uruguay,0,3,0,2.5,Uruguay,Gardel,163,Uruguay,Gardel,Uruguay
Argentina,0,3,0,2.5,Argentina,Public health,12815,Argentina,Public health,Argentina
Argentina,0,3,0,2.5,Argentina,futbol,12815,Argentina,futbol,Argentina
Argentina,0,3,0,2.5,Argentina,dulce de leche,12815,Argentina,dulce de leche,Argentina
Argentina,0,3,0,2.5,Argentina,mate,12815,Argentina,mate,Argentina
Argentina,0,3,0,2.5,Argentina,asado,12815,Argentina,asado,Argentina
Argentina,0,3,0,2.5,Argentina,lots of climates,12815,Argentina,lots of climates,Argentina
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,maradona,12815,Argentina,maradona,Argentina
Uruguay,0,3,0,2.5,Uruguay,vacas,163,Uruguay,vacas,Uruguay
Uruguay,0,3,0,2.5,Uruguay,Gardel,163,Uruguay,Gardel,Uruguay
Spain,0,3,0,2.5,Spain,like to party,53,Spain,like to party,Spain
Argentina,0,3,0,2.5,Brazil,Beauty procedures,12815,Brazil,Beauty procedures,Brazil
Brazil,0,3,0,2.5,Brazil,Beauty procedures,100,Brazil,Beauty procedures,Brazil
Ecuador,0,3,0,2.5,Ecuador,Delicious food,70,Ecuador,Delicious food,Ecuador
Ecuador,0,3,0,2.5,Ecuador,Galapagos,70,Ecuador,Galapagos,Ecuador
Ecuador,0,3,0,2.5,Ecuador,bas government,70,Ecuador,bas government,Ecuador
Ecuador,0,3,0,2.5,Ecuador,high mountains,70,Ecuador,high mountains,Ecuador
Peru,0,3,0,2.5,Peru,pisco,28,Peru,pisco,Peru
Brazil,0,3,0,2.5,Peru,pisco,100,Peru,pisco,Peru
Uruguay,0,3,0,2.5,Uruguay,mate,163,Uruguay,mate,Uruguay
Uruguay,0,3,0,2.5,Uruguay,Gardel,163,Uruguay,Gardel,Uruguay
Uruguay,0,3,0,2.5,Uruguay,kind,163,Uruguay,kind,Uruguay
Uruguay,0,3,0,2.5,Uruguay,polite,163,Uruguay,polite,Uruguay
Uruguay,0,3,0,2.5,Uruguay,gray,163,Uruguay,gray,Uruguay
Chile,0,3,0,2.5,Chile,Cold,108,Chile,Cold,Chile
Chile,0,3,0,2.5,Chile,rough,108,Chile,rough,Chile
Chile,0,3,0,2.5,Chile,expensive,108,Chile,expensive,Chile
Chile,0,3,0,2.5,Chile,dry,108,Chile,dry,Chile
Chile,0,3,0,2.5,Chile,ocre,108,Chile,ocre,Chile
Brazil,0,3,0,2.5,Brazil,Creative,100,Brazil,Creative,Brazil
Uruguay,0,3,0,2.5,Uruguay,dulce de leche,163,Uruguay,dulce de leche,Uruguay
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,maradona,12815,Argentina,maradona,Argentina
Chile,0,3,0,2.5,Chile,serious,108,Chile,serious,Chile
Cuba,0,3,0,2.5,Cuba,Beautiful Capital,43,Cuba,Beautiful Capital,Cuba
Spain,0,3,0,2.5,Spain,always take naps,53,Spain,always take naps,Spain
Nicaragua,0,3,0,2.5,Syria,Islam,25,Syria,Islam,Syria
Uruguay,0,3,0,2.5,Cuba,Revolutionary,163,Cuba,Revolutionary,Cuba
Uruguay,0,3,0,2.5,Uruguay,asado,163,Uruguay,asado,Uruguay
Chile,0,3,0,2.5,Chile,good wine,108,Chile,good wine,Chile
Argentina,0,3,0,2.5,Brazil,Glee,12815,Brazil,Glee,Brazil
Brazil,0,3,0,2.5,Brazil,Glee,100,Brazil,Glee,Brazil
Argentina,0,3,0,2.5,Argentina,beef,12815,Argentina,beef,Argentina
Argentina,0,3,0,2.5,Argentina,tango,12815,Argentina,tango,Argentina
Argentina,0,3,0,2.5,Argentina,mate,12815,Argentina,mate,Argentina
Argentina,0,3,0,2.5,Argentina,football,12815,Argentina,football,Argentina
Argentina,0,3,0,2.5,Argentina,instability,12815,Argentina,instability,Argentina
Mexico,0,3,0,2.5,Mexico,Happiness,99,Mexico,Happiness,Mexico
Mexico,0,3,0,2.5,Mexico,criminality,99,Mexico,criminality,Mexico
Mexico,0,3,0,2.5,Mexico,unity,99,Mexico,unity,Mexico
Mexico,0,3,0,2.5,Mexico,patriotism,99,Mexico,patriotism,Mexico
Uruguay,0,3,0,2.5,Uruguay,asado,163,Uruguay,asado,Uruguay
Argentina,0,3,0,2.5,Argentina,Disregard for rules,12815,Argentina,Disregard for rules,Argentina
Argentina,0,3,0,2.5,Argentina,friendly,12815,Argentina,friendly,Argentina
Argentina,0,3,0,2.5,Argentina,solidarity,12815,Argentina,solidarity,Argentina
Argentina,0,3,0,2.5,Argentina,kindness,12815,Argentina,kindness,Argentina
Argentina,0,3,0,2.5,Argentina,liveliness,12815,Argentina,liveliness,Argentina
Argentina,0,3,0,2.5,Argentina,futbol,12815,Argentina,futbol,Argentina
Argentina,0,3,0,2.5,Argentina,mate,12815,Argentina,mate,Argentina
Argentina,0,3,0,2.5,Argentina,barbecue,12815,Argentina,barbecue,Argentina
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,maradona,12815,Argentina,maradona,Argentina
Argentina,0,3,0,2.5,Argentina,arrogant,12815,Argentina,arrogant,Argentina
Uruguay,0,3,0,2.5,Uruguay,polite,163,Uruguay,polite,Uruguay
Uruguay,0,3,0,2.5,Uruguay,chiquitito,163,Uruguay,chiquitito,Uruguay
Uruguay,0,3,0,2.5,Uruguay,provincia rebelde,163,Uruguay,provincia rebelde,Uruguay
Argentina,0,3,0,2.5,Argentina,Public health,12815,Argentina,Public health,Argentina
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,maradona,12815,Argentina,maradona,Argentina
Argentina,0,3,0,2.5,Argentina,superb,12815,Argentina,superb,Argentina
Chile,0,3,0,2.5,Chile,Ugly,108,Chile,Ugly,Chile
Uruguay,0,3,0,2.5,Uruguay,plain,163,Uruguay,plain,Uruguay
Argentina,0,3,0,2.5,Brazil,Celebration,12815,Brazil,Celebration,Brazil
Brazil,0,3,0,2.5,Brazil,Celebration,100,Brazil,Celebration,Brazil
Argentina,0,3,0,2.5,Argentina,resilience,12815,Argentina,resilience,Argentina
Argentina,0,3,0,2.5,Argentina,spoken,12815,Argentina,spoken,Argentina
Brazil,0,3,0,2.5,Brazil,Kind,100,Brazil,Kind,Brazil
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,maradona,12815,Argentina,maradona,Argentina
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,maradona,12815,Argentina,maradona,Argentina
Nicaragua,0,3,0,2.5,Brazil,samba,25,Brazil,samba,Brazil
Cuba,0,3,0,2.5,Cuba,good education,43,Cuba,good education,Cuba
Cuba,0,3,0,2.5,Cuba,polite people,43,Cuba,polite people,Cuba
Chile,0,3,0,2.5,Chile,Dry,108,Chile,Dry,Chile
Peru,0,3,0,2.5,Brazil,capibara,28,Brazil,capibara,Brazil
Brazil,0,3,0,2.5,Brazil,capibara,100,Brazil,capibara,Brazil
Uruguay,0,3,0,2.5,Uruguay,progressist,163,Uruguay,progressist,Uruguay
Argentina,0,3,0,2.5,Argentina,tango,12815,Argentina,tango,Argentina
Argentina,0,3,0,2.5,Argentina,mate,12815,Argentina,mate,Argentina
Argentina,0,3,0,2.5,Argentina,beef,12815,Argentina,beef,Argentina
Argentina,0,3,0,2.5,Argentina,football,12815,Argentina,football,Argentina
Argentina,0,3,0,2.5,Argentina,instability,12815,Argentina,instability,Argentina
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,maradona,12815,Argentina,maradona,Argentina
Argentina,0,3,0,2.5,Brazil,Relaxed,12815,Brazil,Relaxed,Brazil
Brazil,0,3,0,2.5,Brazil,Relaxed,100,Brazil,Relaxed,Brazil
Costa Rica,0,3,0,2.5,Costa Rica,pura vida,83,Costa Rica,pura vida,Costa Rica
Costa Rica,0,3,0,2.5,Costa Rica,gently people,83,Costa Rica,gently people,Costa Rica
Costa Rica,0,3,0,2.5,Costa Rica,nature,83,Costa Rica,nature,Costa Rica
Uruguay,0,3,0,2.5,Uruguay,quiet people,163,Uruguay,quiet people,Uruguay
Argentina,0,3,0,2.5,Argentina,the best,12815,Argentina,the best,Argentina
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,maradona,12815,Argentina,maradona,Argentina
Chile,0,3,0,2.5,Chile,Dry,108,Chile,Dry,Chile
Uruguay,0,3,0,2.5,Uruguay,calm,163,Uruguay,calm,Uruguay
Cuba,0,3,0,2.5,Cuba,Good at sex,43,Cuba,Good at sex,Cuba
Chile,0,3,0,2.5,Chile,great beaches,108,Chile,great beaches,Chile
Uruguay,0,3,0,2.5,Uruguay,humble,163,Uruguay,humble,Uruguay
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,maradona,12815,Argentina,maradona,Argentina
Uruguay,0,3,0,2.5,Uruguay,calm,163,Uruguay,calm,Uruguay
Uruguay,0,3,0,2.5,Uruguay,rambla,163,Uruguay,rambla,Uruguay
Argentina,0,3,0,2.5,Argentina,agrandado,12815,Argentina,agrandado,Argentina
Chile,0,3,0,2.5,Chile,Organized,108,Chile,Organized,Chile
Argentina,0,3,0,2.5,Argentina,beef,12815,Argentina,beef,Argentina
Argentina,0,3,0,2.5,Argentina,football,12815,Argentina,football,Argentina
Argentina,0,3,0,2.5,Argentina,tango,12815,Argentina,tango,Argentina
Argentina,0,3,0,2.5,Argentina,mate,12815,Argentina,mate,Argentina
Uruguay,0,3,0,2.5,Uruguay,hospitable,163,Uruguay,hospitable,Uruguay
Cuba,0,3,0,2.5,Cuba,Good Education,43,Cuba,Good Education,Cuba
Chile,0,3,0,2.5,Chile,Sopaipillas,108,Chile,Sopaipillas,Chile
Chile,0,3,0,2.5,Chile,good mood,108,Chile,good mood,Chile
Spain,0,3,0,2.5,Spain,colonialism,53,Spain,colonialism,Spain
Uruguay,0,3,0,2.5,Uruguay,Relaxed,163,Uruguay,Relaxed,Uruguay
Argentina,0,3,0,2.5,Argentina,The best,12815,Argentina,The best,Argentina
Uruguay,0,3,0,2.5,Uruguay,natural,163,Uruguay,natural,Uruguay
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,world champion,12815,Argentina,world champion,Argentina
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,maradona,12815,Argentina,maradona,Argentina
Colombia,0,3,0,2.5,Colombia,hot,66,Colombia,hot,Colombia
Colombia,0,3,0,2.5,Colombia,sexy,66,Colombia,sexy,Colombia
Colombia,0,3,0,2.5,Colombia,kind,66,Colombia,kind,Colombia
Costa Rica,0,3,0,2.5,Colombia,hot,83,Colombia,hot,Colombia
Costa Rica,0,3,0,2.5,Colombia,sexy,83,Colombia,sexy,Colombia
Costa Rica,0,3,0,2.5,Colombia,kind,83,Colombia,kind,Colombia
Chile,0,3,0,2.5,Chile,Seafood,108,Chile,Seafood,Chile
Brazil,0,3,0,2.5,Brazil,beach loving,100,Brazil,beach loving,Brazil
Uruguay,0,3,0,2.5,Uruguay,Luis Suarez,163,Uruguay,Luis Suarez,Uruguay
Brazil,0,3,0,2.5,Brazil,Hot,100,Brazil,Hot,Brazil
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,maradona,12815,Argentina,maradona,Argentina
Cuba,0,3,0,2.5,Cuba,Drink a lot of coffee,43,Cuba,Drink a lot of coffee,Cuba
Chile,0,3,0,2.5,Chile,Rodeo,108,Chile,Rodeo,Chile
Uruguay,0,3,0,2.5,Uruguay,Proud,163,Uruguay,Proud,Uruguay
Uruguay,0,3,0,2.5,Uruguay,nice,163,Uruguay,nice,Uruguay
Ecuador,0,3,0,2.5,Ecuador,High mountains,70,Ecuador,High mountains,Ecuador
Ecuador,0,3,0,2.5,Ecuador,Galapagos,70,Ecuador,Galapagos,Ecuador
Spain,0,3,0,2.5,Spain,speak loudly,53,Spain,speak loudly,Spain
Argentina,0,3,0,2.5,Argentina,Fútbol,12815,Argentina,Fútbol,Argentina
Argentina,0,3,0,2.5,Argentina,Mate,12815,Argentina,Mate,Argentina
Costa Rica,0,3,0,2.5,Costa Rica,beautifull natural landscapes,83,Costa Rica,beautifull natural landscapes,Costa Rica
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,maradona,12815,Argentina,maradona,Argentina
Uruguay,0,3,0,2.5,Uruguay,fields,163,Uruguay,fields,Uruguay
Uruguay,0,3,0,2.5,Uruguay,agriculture,163,Uruguay,agriculture,Uruguay
Uruguay,0,3,0,2.5,Uruguay,humble,163,Uruguay,humble,Uruguay
Chile,0,3,0,2.5,Chile,cordillera de los andes,108,Chile,cordillera de los andes,Chile
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,maradona,12815,Argentina,maradona,Argentina
Uruguay,0,3,0,2.5,Uruguay,amigable,163,Uruguay,amigable,Uruguay
Cuba,0,3,0,2.5,Cuba,High Temperatures,43,Cuba,High Temperatures,Cuba
Nicaragua,0,3,0,2.5,Nicaragua,friendliness,25,Nicaragua,friendliness,Nicaragua
Argentina,0,3,0,2.5,Argentina,play football,12815,Argentina,play football,Argentina
Argentina,0,3,0,2.5,Argentina,eat asado,12815,Argentina,eat asado,Argentina
Argentina,0,3,0,2.5,Argentina,maradona,12815,Argentina,maradona,Argentina
Chile,0,3,0,2.5,Chile,selva valdiviana,108,Chile,selva valdiviana,Chile
Argentina,0,3,0,2.5,Argentina,Diverse,12815,Argentina,Diverse,Argentina
Ecuador,0,3,0,2.5,Ecuador,Good food,70,Ecuador,Good food,Ecuador
Argentina,0,3,0,2.5,Argentina,barbacue,12815,Argentina,barbacue,Argentina
